"date","hour","minute","dep","arr","dep_delay","arr_delay","carrier","flight","dest","plane","cancelled","time","dist"
2011-07-31 12:00:00,13,10,1310,1535,0,18,"XE",2724,"STL","N16541",0,102,667
2011-07-25 12:00:00,20,3,2003,2226,8,19,"XE",2726,"CID","N17115",0,124,845
2011-07-24 12:00:00,20,12,2012,2221,17,14,"XE",2726,"CID","N17146",0,116,845
2011-07-22 12:00:00,19,53,1953,11,-2,NA,"XE",2726,"CID","N16151",0,NA,845
2011-07-18 12:00:00,20,5,2005,2214,10,7,"XE",2726,"CID","N14186",0,115,845
2011-07-19 12:00:00,20,2,2002,2213,7,6,"XE",2726,"CID","N21130",0,118,845
2011-07-20 12:00:00,20,16,2016,2230,21,23,"XE",2726,"CID","N14162",0,114,845
2011-07-21 12:00:00,20,32,2032,2235,37,28,"XE",2726,"CID","N14158",0,109,845
2011-07-26 12:00:00,20,14,2014,2229,19,22,"XE",2726,"CID","N11181",0,116,845
2011-07-11 12:00:00,22,8,2208,9,133,122,"XE",2726,"CID","N24103",0,105,845
2011-07-10 12:00:00,22,41,2241,40,166,153,"XE",2726,"CID","N12167",0,106,845
2011-07-12 12:00:00,21,8,2108,2326,73,79,"XE",2726,"CID","N12201",0,116,845
2011-07-13 12:00:00,20,1,2001,2211,6,4,"XE",2726,"CID","N14204",0,111,845
2011-07-15 12:00:00,20,0,2000,2216,5,9,"XE",2726,"CID","N11164",0,118,845
2011-07-14 12:00:00,19,52,1952,2202,-3,-5,"XE",2726,"CID","N14203",0,116,845
2011-07-17 12:00:00,19,46,1946,2212,-9,5,"XE",2726,"CID","N14162",0,118,845
2011-07-04 12:00:00,21,25,2125,2334,80,77,"XE",2726,"CID","N14198",0,114,845
2011-07-05 12:00:00,22,22,2222,43,147,156,"XE",2726,"CID","N17108",0,122,845
2011-07-01 12:00:00,20,38,2038,2252,39,41,"XE",2726,"CID","N14188",0,114,845
2011-07-06 12:00:00,21,26,2126,2339,91,92,"XE",2726,"CID","N33182",0,111,845
2011-07-07 12:00:00,19,49,1949,2157,-6,-10,"XE",2726,"CID","N12166",0,114,845
2011-07-08 12:00:00,19,59,1959,2217,4,10,"XE",2726,"CID","N14143",0,120,845
2011-07-29 12:00:00,22,10,2210,26,135,139,"XE",2726,"CID","N16541",0,114,845
2011-07-27 12:00:00,19,54,1954,2207,-1,0,"XE",2726,"CID","N17185",0,112,845
2011-07-28 12:00:00,20,46,2046,2252,51,45,"XE",2726,"CID","N17115",0,115,845
2011-07-31 12:00:00,20,11,2011,2222,16,15,"XE",2726,"CID","N11194",0,113,845
2011-07-08 12:00:00,16,31,1631,1927,1,-5,"XE",2728,"TYS","N25134",0,104,771
2011-07-07 12:00:00,16,27,1627,1932,-3,2,"XE",2728,"TYS","N10156",0,111,771
2011-07-06 12:00:00,16,45,1645,2008,15,38,"XE",2728,"TYS","N18120",0,110,771
2011-07-01 12:00:00,18,6,1806,2113,96,101,"XE",2728,"TYS","N11121",0,108,771
2011-07-05 12:00:00,16,25,1625,2002,-5,32,"XE",2728,"TYS","N14203",0,100,771
2011-07-04 12:00:00,16,28,1628,1944,-2,14,"XE",2728,"TYS","N12924",0,120,771
2011-07-17 12:00:00,16,55,1655,2025,25,53,"XE",2728,"TYS","N15986",0,109,771
2011-07-14 12:00:00,16,40,1640,1958,10,26,"XE",2728,"TYS","N14568",0,114,771
2011-07-15 12:00:00,17,22,1722,2050,52,76,"XE",2728,"TYS","N11107",0,117,771
2011-07-13 12:00:00,16,32,1632,1943,2,11,"XE",2728,"TYS","N13992",0,104,771
2011-07-12 12:00:00,16,26,1626,1943,-4,13,"XE",2728,"TYS","N12567",0,108,771
2011-07-10 12:00:00,17,59,1759,2110,89,100,"XE",2728,"TYS","N15555",0,107,771
2011-07-11 12:00:00,16,35,1635,1934,5,4,"XE",2728,"TYS","N16963",0,105,771
2011-07-26 12:00:00,16,29,1629,1947,-1,15,"XE",2728,"TYS","N15910",0,107,771
2011-07-21 12:00:00,17,8,1708,2020,38,48,"XE",2728,"TYS","N17108",0,109,771
2011-07-20 12:00:00,16,30,1630,1933,0,1,"XE",2728,"TYS","N18114",0,105,771
2011-07-19 12:00:00,16,30,1630,1935,0,3,"XE",2728,"TYS","N15986",0,112,771
2011-07-18 12:00:00,16,39,1639,1951,9,21,"XE",2728,"TYS","N12157",0,113,771
2011-07-22 12:00:00,16,27,1627,1938,-3,4,"XE",2728,"TYS","N12167",0,110,771
2011-07-24 12:00:00,16,30,1630,1943,0,11,"XE",2728,"TYS","N14959",0,115,771
2011-07-25 12:00:00,16,35,1635,1950,5,20,"XE",2728,"TYS","N11150",0,112,771
2011-07-31 12:00:00,17,16,1716,2020,46,48,"XE",2728,"TYS","N12924",0,107,771
2011-07-28 12:00:00,16,47,1647,1947,17,15,"XE",2728,"TYS","N15973",0,107,771
2011-07-27 12:00:00,16,29,1629,1944,-1,12,"XE",2728,"TYS","N13132",0,109,771
2011-07-29 12:00:00,18,9,1809,2113,99,99,"XE",2728,"TYS","N34110",0,112,771
2011-07-02 12:00:00,12,35,1235,1340,-4,-2,"XE",2729,"MFE","N13935",0,52,316
2011-07-09 12:00:00,12,1,1201,1304,-2,-3,"XE",2729,"MFE","N16944",0,50,316
2011-07-16 12:00:00,12,31,1231,1343,41,49,"XE",2729,"MFE","N16927",0,51,316
2011-07-23 12:00:00,12,10,1210,1327,7,20,"XE",2729,"MFE","N14942",0,52,316
2011-07-30 12:00:00,12,1,1201,1311,11,17,"XE",2729,"MFE","N14937",0,51,316
2011-07-01 12:00:00,18,59,1859,1958,4,8,"XE",2731,"SHV","N14125",0,34,192
2011-07-02 12:00:00,21,11,2111,2222,136,157,"XE",2731,"SHV","N13929",0,33,192
2011-07-04 12:00:00,19,3,1903,1951,8,1,"XE",2731,"SHV","N12934",0,31,192
2011-07-03 12:00:00,18,50,1850,1946,-5,-6,"XE",2731,"SHV","N14959",0,32,192
2011-07-05 12:00:00,19,25,1925,2019,30,29,"XE",2731,"SHV","N14143",0,33,192
2011-07-09 12:00:00,18,50,1850,1937,-5,-8,"XE",2731,"SHV","N12934",0,35,192
2011-07-08 12:00:00,18,54,1854,1950,-1,0,"XE",2731,"SHV","N13958",0,36,192
2011-07-06 12:00:00,18,52,1852,1954,-3,4,"XE",2731,"SHV","N19966",0,37,192
2011-07-07 12:00:00,19,31,1931,2024,36,34,"XE",2731,"SHV","N14930",0,32,192
2011-07-16 12:00:00,18,53,1853,1945,-2,0,"XE",2731,"SHV","N21197",0,33,192
2011-07-17 12:00:00,20,29,2029,2121,94,89,"XE",2731,"SHV","N15948",0,36,192
2011-07-15 12:00:00,18,56,1856,2000,1,10,"XE",2731,"SHV","N12201",0,35,192
2011-07-14 12:00:00,19,13,1913,2010,18,20,"XE",2731,"SHV","N15574",0,37,192
2011-07-11 12:00:00,19,52,1952,2043,57,53,"XE",2731,"SHV","N14168",0,32,192
2011-07-10 12:00:00,19,0,1900,1955,5,3,"XE",2731,"SHV","N13929",0,31,192
2011-07-12 12:00:00,19,46,1946,2038,51,48,"XE",2731,"SHV","N14940",0,33,192
2011-07-13 12:00:00,18,54,1854,2006,-1,16,"XE",2731,"SHV","N11548",0,33,192
2011-07-23 12:00:00,19,12,1912,2009,17,24,"XE",2731,"SHV","N29917",0,33,192
2011-07-22 12:00:00,18,56,1856,1946,1,-4,"XE",2731,"SHV","N13970",0,32,192
2011-07-25 12:00:00,18,51,1851,1939,-4,-11,"XE",2731,"SHV","N24128",0,33,192
2011-07-24 12:00:00,18,55,1855,2000,0,8,"XE",2731,"SHV","N11164",0,45,192
2011-07-18 12:00:00,18,52,1852,1947,-3,-3,"XE",2731,"SHV","N41104",0,36,192
2011-07-19 12:00:00,18,54,1854,1942,-1,-8,"XE",2731,"SHV","N16987",0,34,192
2011-07-20 12:00:00,19,13,1913,2009,18,19,"XE",2731,"SHV","N14945",0,33,192
2011-07-21 12:00:00,19,47,1947,2038,52,48,"XE",2731,"SHV","N15948",0,35,192
2011-07-26 12:00:00,19,0,1900,1950,5,0,"XE",2731,"SHV","N12175",0,33,192
2011-07-30 12:00:00,18,58,1858,1953,3,8,"XE",2731,"SHV","N14939",0,35,192
2011-07-29 12:00:00,18,54,1854,1944,-1,-6,"XE",2731,"SHV","N12569",0,33,192
2011-07-27 12:00:00,19,5,1905,1958,10,8,"XE",2731,"SHV","N17115",0,34,192
2011-07-28 12:00:00,22,35,2235,2325,220,215,"XE",2731,"SHV","N14943",0,33,192
2011-07-31 12:00:00,19,25,1925,2018,30,26,"XE",2731,"SHV","N14960",0,34,192
2011-07-26 12:00:00,10,13,1013,1132,-7,-14,"XE",2734,"XNA","N12946",0,66,438
2011-07-21 12:00:00,10,42,1042,1211,22,25,"XE",2734,"XNA","N12934",0,63,438
2011-07-20 12:00:00,10,14,1014,1133,-6,-13,"XE",2734,"XNA","N13913",0,62,438
2011-07-19 12:00:00,10,16,1016,1148,-4,2,"XE",2734,"XNA","N16954",0,64,438
2011-07-18 12:00:00,12,19,1219,1348,119,122,"XE",2734,"XNA","N12563",0,70,438
2011-07-24 12:00:00,10,13,1013,1151,-7,10,"XE",2734,"XNA","N17928",0,78,438
2011-07-25 12:00:00,10,20,1020,1200,0,14,"XE",2734,"XNA","N13929",0,66,438
2011-07-22 12:00:00,10,17,1017,1134,-3,-12,"XE",2734,"XNA","N14925",0,60,438
2011-07-23 12:00:00,10,18,1018,1140,-2,-1,"XE",2734,"XNA","N12934",0,63,438
2011-07-12 12:00:00,10,25,1025,1151,5,5,"XE",2734,"XNA","N15941",0,62,438
2011-07-13 12:00:00,10,16,1016,1137,-4,-9,"XE",2734,"XNA","N14939",0,67,438
2011-07-10 12:00:00,10,35,1035,1151,15,10,"XE",2734,"XNA","N15932",0,63,438
2011-07-11 12:00:00,10,19,1019,1140,-1,-6,"XE",2734,"XNA","N17928",0,62,438
2011-07-14 12:00:00,10,14,1014,1143,-6,-3,"XE",2734,"XNA","N16944",0,66,438
2011-07-15 12:00:00,10,14,1014,1134,-6,-12,"XE",2734,"XNA","N14940",0,65,438
2011-07-17 12:00:00,10,36,1036,1206,16,25,"XE",2734,"XNA","N14943",0,67,438
2011-07-16 12:00:00,10,17,1017,1139,-3,-2,"XE",2734,"XNA","N16944",0,64,438
2011-07-07 12:00:00,10,17,1017,1140,-3,-6,"XE",2734,"XNA","N14937",0,65,438
2011-07-06 12:00:00,10,15,1015,1134,-5,-12,"XE",2734,"XNA","N14939",0,64,438
2011-07-08 12:00:00,10,37,1037,1208,17,22,"XE",2734,"XNA","N14143",0,64,438
2011-07-09 12:00:00,10,54,1054,1222,34,41,"XE",2734,"XNA","N15932",0,64,438
2011-07-05 12:00:00,10,15,1015,1138,-5,-8,"XE",2734,"XNA","N14938",0,66,438
2011-07-03 12:00:00,10,40,1040,1200,20,19,"XE",2734,"XNA","N13978",0,64,438
2011-07-02 12:00:00,11,5,1105,1231,25,30,"XE",2734,"XNA","N14947",0,65,438
2011-07-01 12:00:00,10,19,1019,1139,-1,-7,"XE",2734,"XNA","N14940",0,66,438
2011-07-31 12:00:00,10,19,1019,1143,-1,2,"XE",2734,"XNA","N14939",0,64,438
2011-07-28 12:00:00,10,18,1018,1146,-2,0,"XE",2734,"XNA","N21129",0,64,438
2011-07-27 12:00:00,10,17,1017,1138,-3,-8,"XE",2734,"XNA","N13936",0,66,438
2011-07-29 12:00:00,10,29,1029,1437,9,NA,"XE",2734,"XNA","N15941",0,NA,438
2011-07-30 12:00:00,10,30,1030,1156,10,15,"XE",2734,"XNA","N14933",0,66,438
2011-07-07 12:00:00,10,40,1040,1344,0,1,"XE",2736,"TYS","N14143",0,107,771
2011-07-06 12:00:00,10,40,1040,1348,0,5,"XE",2736,"TYS","N12569",0,107,771
2011-07-08 12:00:00,10,47,1047,1415,7,32,"XE",2736,"TYS","N11547",0,114,771
2011-07-09 12:00:00,10,35,1035,1338,20,21,"XE",2736,"TYS","N14203",0,101,771
2011-07-05 12:00:00,11,39,1139,1440,59,57,"XE",2736,"TYS","N18556",0,106,771
2011-07-03 12:00:00,10,37,1037,1358,-3,18,"XE",2736,"TYS","N14168",0,111,771
2011-07-02 12:00:00,10,15,1015,1331,0,14,"XE",2736,"TYS","N14905",0,109,771
2011-07-01 12:00:00,11,2,1102,1407,22,24,"XE",2736,"TYS","N13914",0,108,771
2011-07-12 12:00:00,10,50,1050,1402,10,19,"XE",2736,"TYS","N14203",0,108,771
2011-07-13 12:00:00,11,44,1144,1441,64,58,"XE",2736,"TYS","N13914",0,105,771
2011-07-10 12:00:00,10,37,1037,1333,-3,-7,"XE",2736,"TYS","N13553",0,107,771
2011-07-11 12:00:00,11,2,1102,1425,22,42,"XE",2736,"TYS","N15555",0,106,771
2011-07-14 12:00:00,10,49,1049,1352,9,9,"XE",2736,"TYS","N15912",0,105,771
2011-07-15 12:00:00,10,35,1035,1359,-5,16,"XE",2736,"TYS","N14920",0,120,771
2011-07-17 12:00:00,10,39,1039,1349,-1,9,"XE",2736,"TYS","N14959",0,108,771
2011-07-16 12:00:00,11,26,1126,1434,71,77,"XE",2736,"TYS","N23139",0,104,771
2011-07-26 12:00:00,10,40,1040,1341,0,-2,"XE",2736,"TYS","N27200",0,102,771
2011-07-21 12:00:00,11,5,1105,1440,25,57,"XE",2736,"TYS","N13958",0,134,771
2011-07-20 12:00:00,10,36,1036,1348,-4,5,"XE",2736,"TYS","N14977",0,110,771
2011-07-19 12:00:00,10,38,1038,1419,-2,36,"XE",2736,"TYS","N11184",0,116,771
2011-07-18 12:00:00,10,37,1037,1409,-3,26,"XE",2736,"TYS","N15986",0,116,771
2011-07-24 12:00:00,10,35,1035,1346,-5,6,"XE",2736,"TYS","N14923",0,109,771
2011-07-25 12:00:00,10,35,1035,1356,-5,13,"XE",2736,"TYS","N14543",0,111,771
2011-07-22 12:00:00,10,39,1039,1358,-1,15,"XE",2736,"TYS","N14952",0,112,771
2011-07-23 12:00:00,10,14,1014,1317,-1,0,"XE",2736,"TYS","N11155",0,107,771
2011-07-31 12:00:00,10,40,1040,1348,0,8,"XE",2736,"TYS","N12967",0,105,771
2011-07-28 12:00:00,11,7,1107,1423,27,40,"XE",2736,"TYS","N15986",0,109,771
2011-07-27 12:00:00,10,36,1036,1349,-4,6,"XE",2736,"TYS","N11193",0,102,771
2011-07-29 12:00:00,10,39,1039,1355,-1,12,"XE",2736,"TYS","N13968",0,107,771
2011-07-30 12:00:00,10,28,1028,1330,13,13,"XE",2736,"TYS","N16151",0,107,771
2011-07-23 12:00:00,17,6,1706,1826,1,0,"XE",2748,"MOB","N13936",0,67,427
2011-07-22 12:00:00,17,3,1703,1823,-2,-4,"XE",2748,"MOB","N14930",0,64,427
2011-07-25 12:00:00,18,27,1827,2006,82,99,"XE",2748,"MOB","N15973",0,69,427
2011-07-24 12:00:00,19,9,1909,2034,124,127,"XE",2748,"MOB","N16541",0,66,427
2011-07-18 12:00:00,17,3,1703,1826,-2,-1,"XE",2748,"MOB","N14942",0,66,427
2011-07-19 12:00:00,17,4,1704,1822,-1,-5,"XE",2748,"MOB","N14543",0,64,427
2011-07-20 12:00:00,17,4,1704,1829,-1,2,"XE",2748,"MOB","N13538",0,65,427
2011-07-21 12:00:00,17,4,1704,1824,-1,-3,"XE",2748,"MOB","N16944",0,63,427
2011-07-26 12:00:00,17,37,1737,1924,32,57,"XE",2748,"MOB","N15941",0,82,427
2011-07-16 12:00:00,17,46,1746,1938,41,72,"XE",2748,"MOB","N14945",0,65,427
2011-07-17 12:00:00,17,4,1704,1837,-1,10,"XE",2748,"MOB","N12569",0,68,427
2011-07-15 12:00:00,18,3,1803,1935,58,68,"XE",2748,"MOB","N14925",0,72,427
2011-07-14 12:00:00,17,7,1707,1829,2,2,"XE",2748,"MOB","N12934",0,64,427
2011-07-11 12:00:00,17,0,1700,1821,-5,-6,"XE",2748,"MOB","N15948",0,67,427
2011-07-10 12:00:00,17,41,1741,1855,36,28,"XE",2748,"MOB","N14938",0,61,427
2011-07-13 12:00:00,17,5,1705,1827,0,0,"XE",2748,"MOB","N14568",0,64,427
2011-07-12 12:00:00,18,36,1836,1957,91,90,"XE",2748,"MOB","N14945",0,64,427
2011-07-02 12:00:00,17,37,1737,1856,32,32,"XE",2748,"MOB","N14945",0,63,427
2011-07-01 12:00:00,17,2,1702,1821,-3,-6,"XE",2748,"MOB","N18556",0,62,427
2011-07-04 12:00:00,17,0,1700,1817,-5,-10,"XE",2748,"MOB","N15932",0,62,427
2011-07-05 12:00:00,17,3,1703,1828,-2,1,"XE",2748,"MOB","N16541",0,70,427
2011-07-09 12:00:00,17,2,1702,1828,-3,4,"XE",2748,"MOB","N14925",0,69,427
2011-07-08 12:00:00,19,2,1902,2023,117,116,"XE",2748,"MOB","N11127",0,62,427
2011-07-06 12:00:00,19,7,1907,2025,122,118,"XE",2748,"MOB","N14942",0,63,427
2011-07-07 12:00:00,17,4,1704,1826,-1,-1,"XE",2748,"MOB","N13936",0,66,427
2011-07-30 12:00:00,17,14,1714,1829,9,3,"XE",2748,"MOB","N16944",0,63,427
2011-07-29 12:00:00,19,15,1915,2046,130,139,"XE",2748,"MOB","N12900",0,64,427
2011-07-27 12:00:00,17,11,1711,1823,6,-4,"XE",2748,"MOB","N13988",0,60,427
2011-07-28 12:00:00,18,11,1811,1938,66,71,"XE",2748,"MOB","N11107",0,61,427
2011-07-31 12:00:00,17,14,1714,1831,9,4,"XE",2748,"MOB","N12142",0,63,427
2011-07-07 12:00:00,10,12,1012,1201,-3,-1,"XE",2750,"HSV","N17169",0,86,595
2011-07-06 12:00:00,11,1,1101,1244,46,42,"XE",2750,"HSV","N33182",0,85,595
2011-07-08 12:00:00,10,12,1012,1158,-3,-4,"XE",2750,"HSV","N41104",0,90,595
2011-07-09 12:00:00,10,8,1008,1148,-7,-13,"XE",2750,"HSV","N19966",0,87,595
2011-07-05 12:00:00,10,5,1005,1155,-10,-7,"XE",2750,"HSV","N34111",0,90,595
2011-07-03 12:00:00,10,17,1017,1159,5,3,"XE",2750,"HSV","N14905",0,86,595
2011-07-01 12:00:00,10,11,1011,1159,-4,-3,"XE",2750,"HSV","N14177",0,88,595
2011-07-02 12:00:00,10,18,1018,1208,3,7,"XE",2750,"HSV","N12922",0,85,595
2011-07-12 12:00:00,10,34,1034,1244,19,42,"XE",2750,"HSV","N11140",0,86,595
2011-07-13 12:00:00,10,14,1014,1202,-1,0,"XE",2750,"HSV","N12166",0,86,595
2011-07-10 12:00:00,10,13,1013,1200,1,4,"XE",2750,"HSV","N21144",0,85,595
2011-07-11 12:00:00,10,21,1021,1204,6,2,"XE",2750,"HSV","N14203",0,85,595
2011-07-14 12:00:00,10,12,1012,1209,-3,7,"XE",2750,"HSV","N11140",0,87,595
2011-07-15 12:00:00,10,23,1023,1235,8,33,"XE",2750,"HSV","N12166",0,94,595
2011-07-17 12:00:00,10,36,1036,1228,24,32,"XE",2750,"HSV","N12157",0,86,595
2011-07-16 12:00:00,10,33,1033,1228,18,25,"XE",2750,"HSV","N15983",0,94,595
2011-07-26 12:00:00,10,9,1009,1159,-6,-3,"XE",2750,"HSV","N11184",0,91,595
2011-07-21 12:00:00,10,18,1018,1217,3,15,"XE",2750,"HSV","N27190",0,89,595
2011-07-20 12:00:00,10,13,1013,1205,-2,3,"XE",2750,"HSV","N16151",0,90,595
2011-07-19 12:00:00,10,12,1012,1249,-3,47,"XE",2750,"HSV","N11192",0,97,595
2011-07-18 12:00:00,10,48,1048,1251,33,49,"XE",2750,"HSV","N12996",0,89,595
2011-07-24 12:00:00,10,20,1020,1216,8,20,"XE",2750,"HSV","N13161",0,96,595
2011-07-25 12:00:00,10,19,1019,1210,4,8,"XE",2750,"HSV","N13118",0,92,595
2011-07-22 12:00:00,10,15,1015,1158,0,-4,"XE",2750,"HSV","N11193",0,87,595
2011-07-23 12:00:00,10,40,1040,1234,25,31,"XE",2750,"HSV","N13914",0,92,595
2011-07-31 12:00:00,10,11,1011,1207,-1,11,"XE",2750,"HSV","N14173",0,85,595
2011-07-28 12:00:00,10,12,1012,1207,-3,5,"XE",2750,"HSV","N21197",0,96,595
2011-07-27 12:00:00,10,17,1017,1219,2,17,"XE",2750,"HSV","N13133",0,89,595
2011-07-29 12:00:00,10,10,1010,1159,-5,-3,"XE",2750,"HSV","N14180",0,85,595
2011-07-30 12:00:00,10,16,1016,1222,1,19,"XE",2750,"HSV","N13553",0,98,595
2011-07-22 12:00:00,15,22,1522,1605,7,2,"XE",2755,"ELP","N16151",0,85,667
2011-07-25 12:00:00,15,23,1523,1603,8,0,"XE",2755,"ELP","N17115",0,87,667
2011-07-24 12:00:00,15,51,1551,1638,36,35,"XE",2755,"ELP","N17146",0,88,667
2011-07-18 12:00:00,15,39,1539,1630,24,27,"XE",2755,"ELP","N14186",0,86,667
2011-07-19 12:00:00,15,29,1529,1616,14,13,"XE",2755,"ELP","N21130",0,91,667
2011-07-20 12:00:00,15,15,1515,1607,0,4,"XE",2755,"ELP","N14162",0,89,667
2011-07-21 12:00:00,15,31,1531,1623,16,20,"XE",2755,"ELP","N14158",0,89,667
2011-07-26 12:00:00,15,42,1542,1626,27,23,"XE",2755,"ELP","N11181",0,86,667
2011-07-17 12:00:00,15,18,1518,1557,3,-6,"XE",2755,"ELP","N14162",0,85,667
2011-07-15 12:00:00,15,14,1514,1551,-1,-12,"XE",2755,"ELP","N14168",0,84,667
2011-07-14 12:00:00,15,15,1515,1555,0,-8,"XE",2755,"ELP","N14203",0,87,667
2011-07-11 12:00:00,17,56,1756,1840,161,157,"XE",2755,"ELP","N24103",0,88,667
2011-07-10 12:00:00,17,43,1743,1829,148,146,"XE",2755,"ELP","N16147",0,91,667
2011-07-13 12:00:00,15,14,1514,1554,-1,-9,"XE",2755,"ELP","N14204",0,84,667
2011-07-12 12:00:00,15,51,1551,1648,36,45,"XE",2755,"ELP","N18114",0,96,667
2011-07-01 12:00:00,15,15,1515,1559,0,-4,"XE",2755,"ELP","N12195",0,88,667
2011-07-04 12:00:00,15,20,1520,1601,5,-2,"XE",2755,"ELP","N14168",0,85,667
2011-07-05 12:00:00,17,32,1732,1819,137,136,"XE",2755,"ELP","N17108",0,87,667
2011-07-08 12:00:00,15,14,1514,1558,-1,-5,"XE",2755,"ELP","N14143",0,85,667
2011-07-06 12:00:00,16,40,1640,1748,85,105,"XE",2755,"ELP","N33182",0,89,667
2011-07-07 12:00:00,15,15,1515,1554,0,-9,"XE",2755,"ELP","N12166",0,85,667
2011-07-29 12:00:00,16,16,1616,1700,61,57,"XE",2755,"ELP","N21154",0,87,667
2011-07-27 12:00:00,15,11,1511,1556,-4,-7,"XE",2755,"ELP","N17185",0,86,667
2011-07-28 12:00:00,16,3,1603,1646,48,43,"XE",2755,"ELP","N17115",0,87,667
2011-07-31 12:00:00,15,44,1544,1632,29,29,"XE",2755,"ELP","N11194",0,83,667
2011-07-22 12:00:00,18,49,1849,2032,44,47,"XE",2759,"BHM","N12946",0,83,562
2011-07-23 12:00:00,16,13,1613,1758,-2,2,"XE",2759,"BHM","N13997",0,88,562
2011-07-25 12:00:00,18,4,1804,2012,-1,27,"XE",2759,"BHM","N15932",0,84,562
2011-07-24 12:00:00,18,3,1803,1938,-2,-7,"XE",2759,"BHM","N25134",0,81,562
2011-07-18 12:00:00,18,9,1809,1956,4,11,"XE",2759,"BHM","N13936",0,87,562
2011-07-19 12:00:00,18,7,1807,1945,2,0,"XE",2759,"BHM","N14947",0,83,562
2011-07-20 12:00:00,18,3,1803,1957,-2,12,"XE",2759,"BHM","N12563",0,91,562
2011-07-21 12:00:00,19,3,1903,2046,58,61,"XE",2759,"BHM","N13936",0,84,562
2011-07-26 12:00:00,18,2,1802,1941,-5,-6,"XE",2759,"BHM","N14933",0,83,562
2011-07-17 12:00:00,18,0,1800,1947,-5,2,"XE",2759,"BHM","N13929",0,87,562
2011-07-16 12:00:00,17,17,1717,1909,62,73,"XE",2759,"BHM","N13988",0,91,562
2011-07-15 12:00:00,18,12,1812,2001,7,16,"XE",2759,"BHM","N29917",0,89,562
2011-07-14 12:00:00,18,6,1806,1948,1,3,"XE",2759,"BHM","N15932",0,85,562
2011-07-11 12:00:00,18,21,1821,2016,16,31,"XE",2759,"BHM","N13929",0,92,562
2011-07-10 12:00:00,20,41,2041,2216,156,151,"XE",2759,"BHM","N12957",0,78,562
2011-07-13 12:00:00,18,34,1834,2015,29,30,"XE",2759,"BHM","N14933",0,81,562
2011-07-12 12:00:00,18,1,1801,1939,-4,-6,"XE",2759,"BHM","N12934",0,81,562
2011-07-01 12:00:00,18,4,1804,1939,-1,-6,"XE",2759,"BHM","N14933",0,82,562
2011-07-02 12:00:00,16,13,1613,1752,-2,-2,"XE",2759,"BHM","N27962",0,81,562
2011-07-04 12:00:00,18,45,1845,2030,40,45,"XE",2759,"BHM","N14117",0,82,562
2011-07-03 12:00:00,18,5,1805,1948,0,1,"XE",2759,"BHM","N11164",0,82,562
2011-07-05 12:00:00,18,2,1802,2203,-3,NA,"XE",2759,"BHM","N15941",0,NA,562
2011-07-08 12:00:00,18,28,1828,2006,-2,-4,"XE",2759,"BHM","N17928",0,84,562
2011-07-09 12:00:00,16,16,1616,1751,1,-3,"XE",2759,"BHM","N12563",0,82,562
2011-07-06 12:00:00,18,27,1827,2012,22,27,"XE",2759,"BHM","N15948",0,81,562
2011-07-07 12:00:00,18,9,1809,1955,-6,0,"XE",2759,"BHM","N15948",0,81,562
2011-07-29 12:00:00,18,32,1832,2024,27,39,"XE",2759,"BHM","N12946",0,81,562
2011-07-30 12:00:00,16,36,1636,1812,21,15,"XE",2759,"BHM","N14993",0,81,562
2011-07-27 12:00:00,18,7,1807,2004,2,19,"XE",2759,"BHM","N13936",0,82,562
2011-07-28 12:00:00,18,12,1812,2004,7,19,"XE",2759,"BHM","N15932",0,83,562
2011-07-31 12:00:00,18,8,1808,1953,3,8,"XE",2759,"BHM","N14933",0,84,562
2011-07-26 12:00:00,13,46,1346,1422,6,-3,"XE",2769,"ELP","N11187",0,85,667
2011-07-18 12:00:00,13,37,1337,1432,-3,7,"XE",2769,"ELP","N11137",0,86,667
2011-07-19 12:00:00,13,42,1342,1425,2,0,"XE",2769,"ELP","N11106",0,86,667
2011-07-20 12:00:00,13,42,1342,1424,2,-1,"XE",2769,"ELP","N12136",0,85,667
2011-07-21 12:00:00,14,1,1401,1438,21,13,"XE",2769,"ELP","N11194",0,84,667
2011-07-25 12:00:00,13,56,1356,1437,16,12,"XE",2769,"ELP","N26141",0,87,667
2011-07-24 12:00:00,13,37,1337,1414,-3,-11,"XE",2769,"ELP","N12166",0,83,667
2011-07-22 12:00:00,13,37,1337,1442,-3,17,"XE",2769,"ELP","N14143",0,87,667
2011-07-11 12:00:00,13,37,1337,1427,-3,2,"XE",2769,"ELP","N12160",0,91,667
2011-07-10 12:00:00,13,47,1347,1429,7,4,"XE",2769,"ELP","N25134",0,88,667
2011-07-13 12:00:00,14,45,1445,1523,65,58,"XE",2769,"ELP","N11176",0,87,667
2011-07-12 12:00:00,13,37,1337,1435,-3,10,"XE",2769,"ELP","N12157",0,91,667
2011-07-15 12:00:00,13,54,1354,1434,14,9,"XE",2769,"ELP","N11187",0,84,667
2011-07-14 12:00:00,13,39,1339,1423,-1,-2,"XE",2769,"ELP","N16183",0,82,667
2011-07-17 12:00:00,13,51,1351,1431,11,6,"XE",2769,"ELP","N17185",0,82,667
2011-07-04 12:00:00,13,44,1344,1429,4,4,"XE",2769,"ELP","N27190",0,89,667
2011-07-03 12:00:00,13,45,1345,1430,5,5,"XE",2769,"ELP","N17185",0,87,667
2011-07-05 12:00:00,13,39,1339,1417,-1,-8,"XE",2769,"ELP","N23139",0,86,667
